"","GeoFips","states","Time_gdp","Quarterly_gdp"
"1","00000","United States",2015 Q1,18003399
"2","01000","Alabama",2015 Q1,197620.9
"3","02000","Alaska",2015 Q1,51408.5
"4","04000","Arizona",2015 Q1,293993.6
"5","05000","Arkansas",2015 Q1,116119.5
"6","06000","California",2015 Q1,2509478.7
"7","08000","Colorado",2015 Q1,313637.6
"8","09000","Connecticut",2015 Q1,260068
"9","10000","Delaware",2015 Q1,71409.8
"10","11000","District of Columbia",2015 Q1,123155.7
"11","12000","Florida",2015 Q1,876348.1
"12","13000","Georgia",2015 Q1,505393.2
"13","15000","Hawaii",2015 Q1,81378.8
"14","16000","Idaho",2015 Q1,65882.9
"15","17000","Illinois",2015 Q1,785673.4
"16","18000","Indiana",2015 Q1,326529
"17","19000","Iowa",2015 Q1,176985.1
"18","20000","Kansas",2015 Q1,150375.3
"19","21000","Kentucky",2015 Q1,189660
"20","22000","Louisiana",2015 Q1,234423.2
"21","23000","Maine",2015 Q1,56325.1
"22","24000","Maryland",2015 Q1,365416
"23","25000","Massachusetts",2015 Q1,494016.2
"24","26000","Michigan",2015 Q1,464232
"25","27000","Minnesota",2015 Q1,330675.4
"26","28000","Mississippi",2015 Q1,104439.6
"27","29000","Missouri",2015 Q1,292034.2
"28","30000","Montana",2015 Q1,46061.1
"29","31000","Nebraska",2015 Q1,114443.4
"30","32000","Nevada",2015 Q1,139751.9
"31","33000","New Hampshire",2015 Q1,73893
"32","34000","New Jersey",2015 Q1,563068.3
"33","35000","New Mexico",2015 Q1,91288.1
"34","36000","New York",2015 Q1,1466074.9
"35","37000","North Carolina",2015 Q1,495251.8
"36","38000","North Dakota",2015 Q1,56604.9
"37","39000","Ohio",2015 Q1,603440.1
"38","40000","Oklahoma",2015 Q1,186282
"39","41000","Oregon",2015 Q1,198568.1
"40","42000","Pennsylvania",2015 Q1,706173.5
"41","44000","Rhode Island",2015 Q1,55834.8
"42","45000","South Carolina",2015 Q1,199359.2
"43","46000","South Dakota",2015 Q1,46692.4
"44","47000","Tennessee",2015 Q1,316062.5
"45","48000","Texas",2015 Q1,1567401.6
"46","49000","Utah",2015 Q1,145623.6
"47","50000","Vermont",2015 Q1,30308.1
"48","51000","Virginia",2015 Q1,476071.8
"49","53000","Washington",2015 Q1,461219.8
"50","54000","West Virginia",2015 Q1,70543.8
"51","55000","Wisconsin",2015 Q1,302149.4
"52","56000","Wyoming",2015 Q1,38273
"53","91000","New England",2015 Q1,970445.2
"54","92000","Mideast",2015 Q1,3295298.2
"55","93000","Great Lakes",2015 Q1,2482023.9
"56","94000","Plains",2015 Q1,1167810.8
"57","95000","Southeast",2015 Q1,3781293.5
"58","96000","Southwest",2015 Q1,2138965.3
"59","97000","Rocky Mountain",2015 Q1,609478.2
"60","98000","Far West",2015 Q1,3441805.9
"61","00000","United States",2015 Q2,18223577
"62","01000","Alabama",2015 Q2,200190.9
"63","02000","Alaska",2015 Q2,51420.2
"64","04000","Arizona",2015 Q2,298042.6
"65","05000","Arkansas",2015 Q2,117385.4
"66","06000","California",2015 Q2,2561022
"67","08000","Colorado",2015 Q2,317429.8
"68","09000","Connecticut",2015 Q2,262692
"69","10000","Delaware",2015 Q2,73021.8
"70","11000","District of Columbia",2015 Q2,124795.6
"71","12000","Florida",2015 Q2,892828.1
"72","13000","Georgia",2015 Q2,514250.3
"73","15000","Hawaii",2015 Q2,82229.9
"74","16000","Idaho",2015 Q2,65837
"75","17000","Illinois",2015 Q2,793300.4
"76","18000","Indiana",2015 Q2,330270.8
"77","19000","Iowa",2015 Q2,178681.1
"78","20000","Kansas",2015 Q2,153743.4
"79","21000","Kentucky",2015 Q2,193151.9
"80","22000","Louisiana",2015 Q2,233577.8
"81","23000","Maine",2015 Q2,57363.6
"82","24000","Maryland",2015 Q2,368105.1
"83","25000","Massachusetts",2015 Q2,502894.5
"84","26000","Michigan",2015 Q2,471942.1
"85","27000","Minnesota",2015 Q2,331184.4
"86","28000","Mississippi",2015 Q2,105403.9
"87","29000","Missouri",2015 Q2,294230
"88","30000","Montana",2015 Q2,46648.2
"89","31000","Nebraska",2015 Q2,115901.9
"90","32000","Nevada",2015 Q2,143247
"91","33000","New Hampshire",2015 Q2,75659.1
"92","34000","New Jersey",2015 Q2,568477.9
"93","35000","New Mexico",2015 Q2,91810.7
"94","36000","New York",2015 Q2,1490925.5
"95","37000","North Carolina",2015 Q2,502062.4
"96","38000","North Dakota",2015 Q2,55529.3
"97","39000","Ohio",2015 Q2,609109.9
"98","40000","Oklahoma",2015 Q2,184067.3
"99","41000","Oregon",2015 Q2,200936.2
"100","42000","Pennsylvania",2015 Q2,711160.9
"101","44000","Rhode Island",2015 Q2,56491.3
"102","45000","South Carolina",2015 Q2,202174.8
"103","46000","South Dakota",2015 Q2,47115
"104","47000","Tennessee",2015 Q2,322938.4
"105","48000","Texas",2015 Q2,1563001.9
"106","49000","Utah",2015 Q2,148330.2
"107","50000","Vermont",2015 Q2,30576.9
"108","51000","Virginia",2015 Q2,483744.6
"109","53000","Washington",2015 Q2,470199.1
"110","54000","West Virginia",2015 Q2,71512.9
"111","55000","Wisconsin",2015 Q2,305941.7
"112","56000","Wyoming",2015 Q2,38152.9
"113","91000","New England",2015 Q2,985677.3
"114","92000","Mideast",2015 Q2,3336486.7
"115","93000","Great Lakes",2015 Q2,2510564.9
"116","94000","Plains",2015 Q2,1176385
"117","95000","Southeast",2015 Q2,3839221.3
"118","96000","Southwest",2015 Q2,2136922.5
"119","97000","Rocky Mountain",2015 Q2,616398.1
"120","98000","Far West",2015 Q2,3509054.4
"121","00000","United States",2015 Q3,18347425
"122","01000","Alabama",2015 Q3,201704
"123","02000","Alaska",2015 Q3,50413.2
"124","04000","Arizona",2015 Q3,299084.9
"125","05000","Arkansas",2015 Q3,118743.6
"126","06000","California",2015 Q3,2579679.4
"127","08000","Colorado",2015 Q3,319625.3
"128","09000","Connecticut",2015 Q3,262875.5
"129","10000","Delaware",2015 Q3,71096
"130","11000","District of Columbia",2015 Q3,125345.2
"131","12000","Florida",2015 Q3,905127.1
"132","13000","Georgia",2015 Q3,519703.4
"133","15000","Hawaii",2015 Q3,83050.4
"134","16000","Idaho",2015 Q3,66389.1
"135","17000","Illinois",2015 Q3,802008.7
"136","18000","Indiana",2015 Q3,330323
"137","19000","Iowa",2015 Q3,180903.1
"138","20000","Kansas",2015 Q3,155454.2
"139","21000","Kentucky",2015 Q3,193965.1
"140","22000","Louisiana",2015 Q3,231800.1
"141","23000","Maine",2015 Q3,57904.8
"142","24000","Maryland",2015 Q3,372846.3
"143","25000","Massachusetts",2015 Q3,504730.8
"144","26000","Michigan",2015 Q3,477047.8
"145","27000","Minnesota",2015 Q3,334007.5
"146","28000","Mississippi",2015 Q3,106072.6
"147","29000","Missouri",2015 Q3,295812.5
"148","30000","Montana",2015 Q3,46689.4
"149","31000","Nebraska",2015 Q3,116458.6
"150","32000","Nevada",2015 Q3,144812.6
"151","33000","New Hampshire",2015 Q3,75969.5
"152","34000","New Jersey",2015 Q3,572532.3
"153","35000","New Mexico",2015 Q3,91490.1
"154","36000","New York",2015 Q3,1500666.7
"155","37000","North Carolina",2015 Q3,506448
"156","38000","North Dakota",2015 Q3,54542.6
"157","39000","Ohio",2015 Q3,609917.9
"158","40000","Oklahoma",2015 Q3,184356.2
"159","41000","Oregon",2015 Q3,205179.3
"160","42000","Pennsylvania",2015 Q3,713463.6
"161","44000","Rhode Island",2015 Q3,56613.1
"162","45000","South Carolina",2015 Q3,206448.9
"163","46000","South Dakota",2015 Q3,47727.2
"164","47000","Tennessee",2015 Q3,327118.2
"165","48000","Texas",2015 Q3,1567179.7
"166","49000","Utah",2015 Q3,149943.9
"167","50000","Vermont",2015 Q3,30863.4
"168","51000","Virginia",2015 Q3,488818.5
"169","53000","Washington",2015 Q3,477764.4
"170","54000","West Virginia",2015 Q3,70968.5
"171","55000","Wisconsin",2015 Q3,308276.2
"172","56000","Wyoming",2015 Q3,38061.3
"173","91000","New England",2015 Q3,988957.1
"174","92000","Mideast",2015 Q3,3355950.1
"175","93000","Great Lakes",2015 Q3,2527573.6
"176","94000","Plains",2015 Q3,1184905.7
"177","95000","Southeast",2015 Q3,3876918.1
"178","96000","Southwest",2015 Q3,2142110.9
"179","97000","Rocky Mountain",2015 Q3,620709
"180","98000","Far West",2015 Q3,3540899.3
"181","00000","United States",2015 Q4,18378803
"182","01000","Alabama",2015 Q4,201274.1
"183","02000","Alaska",2015 Q4,49670.5
"184","04000","Arizona",2015 Q4,303338.7
"185","05000","Arkansas",2015 Q4,118688.7
"186","06000","California",2015 Q4,2588392.9
"187","08000","Colorado",2015 Q4,321276.9
"188","09000","Connecticut",2015 Q4,263855.2
"189","10000","Delaware",2015 Q4,70663.8
"190","11000","District of Columbia",2015 Q4,126118.1
"191","12000","Florida",2015 Q4,916715.5
"192","13000","Georgia",2015 Q4,523665.2
"193","15000","Hawaii",2015 Q4,83916.9
"194","16000","Idaho",2015 Q4,66218.8
"195","17000","Illinois",2015 Q4,800322
"196","18000","Indiana",2015 Q4,330988
"197","19000","Iowa",2015 Q4,181267.5
"198","20000","Kansas",2015 Q4,156489.6
"199","21000","Kentucky",2015 Q4,194500.3
"200","22000","Louisiana",2015 Q4,227206.3
"201","23000","Maine",2015 Q4,58645.8
"202","24000","Maryland",2015 Q4,376705.7
"203","25000","Massachusetts",2015 Q4,511072.3
"204","26000","Michigan",2015 Q4,479375.8
"205","27000","Minnesota",2015 Q4,336395.9
"206","28000","Mississippi",2015 Q4,105795.4
"207","29000","Missouri",2015 Q4,293676.7
"208","30000","Montana",2015 Q4,45678.6
"209","31000","Nebraska",2015 Q4,115851.8
"210","32000","Nevada",2015 Q4,146404.5
"211","33000","New Hampshire",2015 Q4,77806.4
"212","34000","New Jersey",2015 Q4,572387.6
"213","35000","New Mexico",2015 Q4,90699
"214","36000","New York",2015 Q4,1484816.2
"215","37000","North Carolina",2015 Q4,507471.3
"216","38000","North Dakota",2015 Q4,53599.5
"217","39000","Ohio",2015 Q4,614818.7
"218","40000","Oklahoma",2015 Q4,181856.2
"219","41000","Oregon",2015 Q4,206190.7
"220","42000","Pennsylvania",2015 Q4,716350.9
"221","44000","Rhode Island",2015 Q4,57303.6
"222","45000","South Carolina",2015 Q4,208018.8
"223","46000","South Dakota",2015 Q4,48987.4
"224","47000","Tennessee",2015 Q4,328514.8
"225","48000","Texas",2015 Q4,1559914.1
"226","49000","Utah",2015 Q4,151773.2
"227","50000","Vermont",2015 Q4,30906.6
"228","51000","Virginia",2015 Q4,489488.2
"229","53000","Washington",2015 Q4,477627.8
"230","54000","West Virginia",2015 Q4,70238.3
"231","55000","Wisconsin",2015 Q4,309628.2
"232","56000","Wyoming",2015 Q4,36955.8
"233","91000","New England",2015 Q4,999590
"234","92000","Mideast",2015 Q4,3347042.3
"235","93000","Great Lakes",2015 Q4,2535132.7
"236","94000","Plains",2015 Q4,1186268.3
"237","95000","Southeast",2015 Q4,3891576.8
"238","96000","Southwest",2015 Q4,2135808
"239","97000","Rocky Mountain",2015 Q4,621903.4
"240","98000","Far West",2015 Q4,3552203.2
"241","00000","United States",2016 Q1,18470156
"242","01000","Alabama",2016 Q1,201819.8
"243","02000","Alaska",2016 Q1,49040.8
"244","04000","Arizona",2016 Q1,305213.3
"245","05000","Arkansas",2016 Q1,118096.1
"246","06000","California",2016 Q1,2629923.1
"247","08000","Colorado",2016 Q1,318990.4
"248","09000","Connecticut",2016 Q1,265361.8
"249","10000","Delaware",2016 Q1,68717.5
"250","11000","District of Columbia",2016 Q1,128235.7
"251","12000","Florida",2016 Q1,919763.4
"252","13000","Georgia",2016 Q1,533374
"253","15000","Hawaii",2016 Q1,84712.1
"254","16000","Idaho",2016 Q1,67596.2
"255","17000","Illinois",2016 Q1,797723.3
"256","18000","Indiana",2016 Q1,330953.7
"257","19000","Iowa",2016 Q1,178853.4
"258","20000","Kansas",2016 Q1,155850.8
"259","21000","Kentucky",2016 Q1,192343.2
"260","22000","Louisiana",2016 Q1,222037.9
"261","23000","Maine",2016 Q1,58755.6
"262","24000","Maryland",2016 Q1,380781.8
"263","25000","Massachusetts",2016 Q1,510237.3
"264","26000","Michigan",2016 Q1,480237
"265","27000","Minnesota",2016 Q1,335237.9
"266","28000","Mississippi",2016 Q1,106324.4
"267","29000","Missouri",2016 Q1,295818.9
"268","30000","Montana",2016 Q1,45346.9
"269","31000","Nebraska",2016 Q1,114780.7
"270","32000","Nevada",2016 Q1,146595.5
"271","33000","New Hampshire",2016 Q1,77371.8
"272","34000","New Jersey",2016 Q1,578736.1
"273","35000","New Mexico",2016 Q1,89730.8
"274","36000","New York",2016 Q1,1530706
"275","37000","North Carolina",2016 Q1,513542.7
"276","38000","North Dakota",2016 Q1,50880.3
"277","39000","Ohio",2016 Q1,611250.3
"278","40000","Oklahoma",2016 Q1,176083.1
"279","41000","Oregon",2016 Q1,211499.5
"280","42000","Pennsylvania",2016 Q1,717591.6
"281","44000","Rhode Island",2016 Q1,56686.2
"282","45000","South Carolina",2016 Q1,209582.4
"283","46000","South Dakota",2016 Q1,47305.5
"284","47000","Tennessee",2016 Q1,329874.9
"285","48000","Texas",2016 Q1,1538263.7
"286","49000","Utah",2016 Q1,153445.3
"287","50000","Vermont",2016 Q1,31097.3
"288","51000","Virginia",2016 Q1,488164.6
"289","53000","Washington",2016 Q1,487971.3
"290","54000","West Virginia",2016 Q1,69351.1
"291","55000","Wisconsin",2016 Q1,310020.5
"292","56000","Wyoming",2016 Q1,35945.3
"293","91000","New England",2016 Q1,999510
"294","92000","Mideast",2016 Q1,3404768.7
"295","93000","Great Lakes",2016 Q1,2530184.8
"296","94000","Plains",2016 Q1,1178727.6
"297","95000","Southeast",2016 Q1,3904274.5
"298","96000","Southwest",2016 Q1,2109290.9
"299","97000","Rocky Mountain",2016 Q1,621324.2
"300","98000","Far West",2016 Q1,3609742.3
"301","00000","United States",2016 Q2,18656207
"302","01000","Alabama",2016 Q2,204301.2
"303","02000","Alaska",2016 Q2,49678.6
"304","04000","Arizona",2016 Q2,311371
"305","05000","Arkansas",2016 Q2,119121.6
"306","06000","California",2016 Q2,2646649.3
"307","08000","Colorado",2016 Q2,324297
"308","09000","Connecticut",2016 Q2,266487.8
"309","10000","Delaware",2016 Q2,69411.3
"310","11000","District of Columbia",2016 Q2,129004.6
"311","12000","Florida",2016 Q2,935485
"312","13000","Georgia",2016 Q2,538190.6
"313","15000","Hawaii",2016 Q2,85507.7
"314","16000","Idaho",2016 Q2,68770.5
"315","17000","Illinois",2016 Q2,802317.7
"316","18000","Indiana",2016 Q2,335556.9
"317","19000","Iowa",2016 Q2,178814.6
"318","20000","Kansas",2016 Q2,158785
"319","21000","Kentucky",2016 Q2,195345.1
"320","22000","Louisiana",2016 Q2,222953.5
"321","23000","Maine",2016 Q2,59836.2
"322","24000","Maryland",2016 Q2,385535.7
"323","25000","Massachusetts",2016 Q2,516584.3
"324","26000","Michigan",2016 Q2,489301.1
"325","27000","Minnesota",2016 Q2,338661.8
"326","28000","Mississippi",2016 Q2,106289.6
"327","29000","Missouri",2016 Q2,296803.4
"328","30000","Montana",2016 Q2,45186.4
"329","31000","Nebraska",2016 Q2,115866.7
"330","32000","Nevada",2016 Q2,148310.2
"331","33000","New Hampshire",2016 Q2,78399
"332","34000","New Jersey",2016 Q2,579217.4
"333","35000","New Mexico",2016 Q2,91058.4
"334","36000","New York",2016 Q2,1546419.2
"335","37000","North Carolina",2016 Q2,516445.9
"336","38000","North Dakota",2016 Q2,50457.7
"337","39000","Ohio",2016 Q2,619778.9
"338","40000","Oklahoma",2016 Q2,177924
"339","41000","Oregon",2016 Q2,213692.9
"340","42000","Pennsylvania",2016 Q2,723679
"341","44000","Rhode Island",2016 Q2,57271.8
"342","45000","South Carolina",2016 Q2,212564.8
"343","46000","South Dakota",2016 Q2,48312.5
"344","47000","Tennessee",2016 Q2,332118
"345","48000","Texas",2016 Q2,1560051.9
"346","49000","Utah",2016 Q2,155781.2
"347","50000","Vermont",2016 Q2,31294.2
"348","51000","Virginia",2016 Q2,493999.4
"349","53000","Washington",2016 Q2,488523.5
"350","54000","West Virginia",2016 Q2,69858.1
"351","55000","Wisconsin",2016 Q2,312655.1
"352","56000","Wyoming",2016 Q2,35681.6
"353","91000","New England",2016 Q2,1009873.3
"354","92000","Mideast",2016 Q2,3433267.2
"355","93000","Great Lakes",2016 Q2,2559609.7
"356","94000","Plains",2016 Q2,1187701.7
"357","95000","Southeast",2016 Q2,3946672.7
"358","96000","Southwest",2016 Q2,2140405.2
"359","97000","Rocky Mountain",2016 Q2,629716.6
"360","98000","Far West",2016 Q2,3632362.2
"361","00000","United States",2016 Q3,18821359
"362","01000","Alabama",2016 Q3,204782.5
"363","02000","Alaska",2016 Q3,49823.1
"364","04000","Arizona",2016 Q3,316396.5
"365","05000","Arkansas",2016 Q3,119008.5
"366","06000","California",2016 Q3,2688163.1
"367","08000","Colorado",2016 Q3,330718.6
"368","09000","Connecticut",2016 Q3,266548.6
"369","10000","Delaware",2016 Q3,69337.8
"370","11000","District of Columbia",2016 Q3,129439.2
"371","12000","Florida",2016 Q3,950093.7
"372","13000","Georgia",2016 Q3,542986.7
"373","15000","Hawaii",2016 Q3,86120.9
"374","16000","Idaho",2016 Q3,69785.9
"375","17000","Illinois",2016 Q3,801982.3
"376","18000","Indiana",2016 Q3,339032.8
"377","19000","Iowa",2016 Q3,180973.6
"378","20000","Kansas",2016 Q3,160367
"379","21000","Kentucky",2016 Q3,197379.5
"380","22000","Louisiana",2016 Q3,222768.8
"381","23000","Maine",2016 Q3,59843.9
"382","24000","Maryland",2016 Q3,389529.7
"383","25000","Massachusetts",2016 Q3,523872.5
"384","26000","Michigan",2016 Q3,489924.3
"385","27000","Minnesota",2016 Q3,344990
"386","28000","Mississippi",2016 Q3,106205.8
"387","29000","Missouri",2016 Q3,297307.9
"388","30000","Montana",2016 Q3,45562.2
"389","31000","Nebraska",2016 Q3,117287.7
"390","32000","Nevada",2016 Q3,153274.2
"391","33000","New Hampshire",2016 Q3,79092.7
"392","34000","New Jersey",2016 Q3,582250.8
"393","35000","New Mexico",2016 Q3,91370.2
"394","36000","New York",2016 Q3,1544558.6
"395","37000","North Carolina",2016 Q3,521293
"396","38000","North Dakota",2016 Q3,50851.6
"397","39000","Ohio",2016 Q3,624490.1
"398","40000","Oklahoma",2016 Q3,178005.1
"399","41000","Oregon",2016 Q3,214744.9
"400","42000","Pennsylvania",2016 Q3,731571
"401","44000","Rhode Island",2016 Q3,58041.7
"402","45000","South Carolina",2016 Q3,214423.7
"403","46000","South Dakota",2016 Q3,49521.8
"404","47000","Tennessee",2016 Q3,335243
"405","48000","Texas",2016 Q3,1574912.8
"406","49000","Utah",2016 Q3,158746.3
"407","50000","Vermont",2016 Q3,31594.6
"408","51000","Virginia",2016 Q3,498051.3
"409","53000","Washington",2016 Q3,493343.4
"410","54000","West Virginia",2016 Q3,70168.1
"411","55000","Wisconsin",2016 Q3,315534
"412","56000","Wyoming",2016 Q3,35507
"413","91000","New England",2016 Q3,1018994
"414","92000","Mideast",2016 Q3,3446687.1
"415","93000","Great Lakes",2016 Q3,2570963.5
"416","94000","Plains",2016 Q3,1201299.6
"417","95000","Southeast",2016 Q3,3982404.6
"418","96000","Southwest",2016 Q3,2160684.5
"419","97000","Rocky Mountain",2016 Q3,640320.1
"420","98000","Far West",2016 Q3,3685469.6
"421","00000","United States",2016 Q4,19032580
"422","01000","Alabama",2016 Q4,206915.3
"423","02000","Alaska",2016 Q4,50479.7
"424","04000","Arizona",2016 Q4,319245.2
"425","05000","Arkansas",2016 Q4,120541
"426","06000","California",2016 Q4,2719666.7
"427","08000","Colorado",2016 Q4,337023.3
"428","09000","Connecticut",2016 Q4,268591
"429","10000","Delaware",2016 Q4,69670
"430","11000","District of Columbia",2016 Q4,131228.8
"431","12000","Florida",2016 Q4,960902.7
"432","13000","Georgia",2016 Q4,550617.4
"433","15000","Hawaii",2016 Q4,87258.7
"434","16000","Idaho",2016 Q4,70149.4
"435","17000","Illinois",2016 Q4,813751.4
"436","18000","Indiana",2016 Q4,343325.2
"437","19000","Iowa",2016 Q4,181117.4
"438","20000","Kansas",2016 Q4,161928.3
"439","21000","Kentucky",2016 Q4,198292.9
"440","22000","Louisiana",2016 Q4,225878
"441","23000","Maine",2016 Q4,60581.2
"442","24000","Maryland",2016 Q4,394633.6
"443","25000","Massachusetts",2016 Q4,525880.1
"444","26000","Michigan",2016 Q4,496388
"445","27000","Minnesota",2016 Q4,347895.7
"446","28000","Mississippi",2016 Q4,107151.7
"447","29000","Missouri",2016 Q4,301080.3
"448","30000","Montana",2016 Q4,46625.8
"449","31000","Nebraska",2016 Q4,119581.8
"450","32000","Nevada",2016 Q4,152969
"451","33000","New Hampshire",2016 Q4,79172.4
"452","34000","New Jersey",2016 Q4,585813.2
"453","35000","New Mexico",2016 Q4,92801.5
"454","36000","New York",2016 Q4,1562267.1
"455","37000","North Carolina",2016 Q4,530144.7
"456","38000","North Dakota",2016 Q4,50979.4
"457","39000","Ohio",2016 Q4,630650.9
"458","40000","Oklahoma",2016 Q4,179239.8
"459","41000","Oregon",2016 Q4,218532.9
"460","42000","Pennsylvania",2016 Q4,734696.5
"461","44000","Rhode Island",2016 Q4,58118.1
"462","45000","South Carolina",2016 Q4,217767.5
"463","46000","South Dakota",2016 Q4,49785.3
"464","47000","Tennessee",2016 Q4,340507
"465","48000","Texas",2016 Q4,1597519.8
"466","49000","Utah",2016 Q4,161798
"467","50000","Vermont",2016 Q4,31735.3
"468","51000","Virginia",2016 Q4,506065.5
"469","53000","Washington",2016 Q4,504699.9
"470","54000","West Virginia",2016 Q4,70647.6
"471","55000","Wisconsin",2016 Q4,315551.2
"472","56000","Wyoming",2016 Q4,35682.2
"473","91000","New England",2016 Q4,1024078.1
"474","92000","Mideast",2016 Q4,3478309.2
"475","93000","Great Lakes",2016 Q4,2599666.7
"476","94000","Plains",2016 Q4,1212368.2
"477","95000","Southeast",2016 Q4,4035431.2
"478","96000","Southwest",2016 Q4,2188806.4
"479","97000","Rocky Mountain",2016 Q4,651278.7
"480","98000","Far West",2016 Q4,3733606.8
"481","00000","United States",2017 Q1,19237435
"482","01000","Alabama",2017 Q1,208788.9
"483","02000","Alaska",2017 Q1,51335.8
"484","04000","Arizona",2017 Q1,324419.9
